Country,Rank,Company,Industry,Location,Employees,S1_OpEx,S2_Size,S3_Minitab,S4_Azure,S5_Reach,Total_Score,Market_Tier,Segment,Pitch_Angle,Notes
Denmark,35,Brødrene Hartmann,Packaging,Lyngby,2500,4,4,3,3,5,19,1,WARM,Sust. pkg,Sustainable packaging. Throughput focus.
Denmark,36,ECCO,Consumer Goods,Bredebro,20000,4,5,2,3,5,19,1,WARM,Leather var,Vertically integrated. Leather processing.
Denmark,37,Schouw & Co,Process Ind.,Aarhus,14900,4,5,2,3,5,19,1,WARM,Group OpEx,Diversified group. Process efficiency.
Denmark,38,Posten Bring,Logistics/Ops,Copenhagen,12000,3,5,2,5,4,19,1,WARM,Azure!,Confirmed Azure migration.
Denmark,39,Cembrit,Industrials,Aalborg,1000,3,4,4,3,5,19,1,WARM,Material var,Fiber cement. Material batch variation.
Denmark,40,Louis Poulsen,Building Mtls,Copenhagen,400,3,3,4,3,5,18,1,WARM,Precision,Lighting precision manufacturing.
Denmark,41,Martin Professional,Building Mtls,Frederikssund,400,3,3,4,3,5,18,1,WARM,Reliability,Specialty lighting reliability.
Denmark,42,Dynaudio,Electronics,Skanderborg,300,3,3,4,3,5,18,1,WARM,Audio QC,Precision audio manufacturing.
Denmark,43,Karstensens,Industrials,Skagen,400,2,3,4,4,5,18,1,WARM,Shipbuilding,Project and process efficiency.
Denmark,44,Simonsen & Weel,Health Care,Vallensbæk,200,3,3,3,4,5,18,1,WARM,Med device,Medical equipment compliance.
Denmark,45,Royal Copenhagen,Consumer Goods,Glostrup,500,2,3,3,4,5,17,1,WARM,Ceramic QC,Porcelain quality vs process variation.
Denmark,46,Elwis,Building Mtls,Slagelse,100,2,2,4,4,5,17,1,WARM,,Manufacturing efficiency.
Denmark,47,Gryphon Audio,Electronics,Brøndby,50,2,2,4,3,5,16,1,WARM,Niche audio,Small batch high-end audio.
Denmark,48,Carmo A/S,Industrials,Holstebro,100,3,2,4,3,4,16,1,WARM,Moulding,Technical plastic moulding.
Denmark,49,FIPROS A/S,Food Processing,Greve,100,3,2,3,3,4,15,1,WARM,Food safety,Contract food manufacturing.
Denmark,50,Altrad,Industrials,Herlev,500,2,4,2,3,4,15,1,WARM,,Industrial services.
Denmark,51,ENABL,Industrials,Odense,400,2,3,3,3,4,15,1,WARM,Wind mfg,Wind energy equipment.
Denmark,52,PSC,Industrials,Hillerød,50,2,2,3,3,4,14,1,COOL,,Precision acrylic.
